Sale_ID,Date,Units,Store_Name,Store_City,Store_Location,Product_Name,Product_Category,Product_Cost,Product_Price,Stock_On_Hand
677,1/1/2022,1,Maven Toys Hermosillo 2,Hermosillo,Downtown,Action Figure,Toys,9.99,15.99,21
711,1/1/2022,1,Maven Toys Hermosillo 2,Hermosillo,Downtown,Action Figure,Toys,9.99,15.99,21
810,1/1/2022,1,Maven Toys Hermosillo 2,Hermosillo,Downtown,Action Figure,Toys,9.99,15.99,21
818,1/1/2022,1,Maven Toys Hermosillo 2,Hermosillo,Downtown,Action Figure,Toys,9.99,15.99,21
822,1/1/2022,1,Maven Toys Hermosillo 2,Hermosillo,Downtown,Action Figure,Toys,9.99,15.99,21
919,1/1/2022,1,Maven Toys Hermosillo 2,Hermosillo,Downtown,Action Figure,Toys,9.99,15.99,21
970,1/1/2022,1,Maven Toys Hermosillo 2,Hermosillo,Downtown,Action Figure,Toys,9.99,15.99,21
981,1/1/2022,1,Maven Toys Hermosillo 2,Hermosillo,Downtown,Action Figure,Toys,9.99,15.99,21
1031,1/1/2022,1,Maven Toys Hermosillo 2,Hermosillo,Downtown,Action Figure,Toys,9.99,15.99,21
1125,1/1/2022,1,Maven Toys Hermosillo 2,Hermosillo,Downtown,Action Figure,Toys,9.99,15.99,21
60,1/1/2022,1,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,Lego Bricks,Toys,34.99,39.99,6
259,1/1/2022,1,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,Lego Bricks,Toys,34.99,39.99,6
389,1/1/2022,1,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,Lego Bricks,Toys,34.99,39.99,6
1015,1/1/2022,1,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,Lego Bricks,Toys,34.99,39.99,6
1390,1/2/2022,1,Maven Toys Guadalajara 2,Guadalajara,Commercial,Action Figure,Toys,9.99,15.99,17
67,1/1/2022,1,Maven Toys Monterrey 3,Monterrey,Airport,Teddy Bear,Toys,10.99,12.99,9
69,1/1/2022,1,Maven Toys Monterrey 3,Monterrey,Airport,Teddy Bear,Toys,10.99,12.99,9
86,1/1/2022,1,Maven Toys Monterrey 3,Monterrey,Airport,Teddy Bear,Toys,10.99,12.99,9
143,1/1/2022,1,Maven Toys Monterrey 3,Monterrey,Airport,Teddy Bear,Toys,10.99,12.99,9
189,1/1/2022,1,Maven Toys Monterrey 3,Monterrey,Airport,Teddy Bear,Toys,10.99,12.99,9
209,1/1/2022,1,Maven Toys Monterrey 3,Monterrey,Airport,Teddy Bear,Toys,10.99,12.99,9
228,1/1/2022,1,Maven Toys Monterrey 3,Monterrey,Airport,Teddy Bear,Toys,10.99,12.99,9
366,1/1/2022,1,Maven Toys Monterrey 3,Monterrey,Airport,Teddy Bear,Toys,10.99,12.99,9
385,1/1/2022,1,Maven Toys Monterrey 3,Monterrey,Airport,Teddy Bear,Toys,10.99,12.99,9
411,1/1/2022,1,Maven Toys Monterrey 3,Monterrey,Airport,Teddy Bear,Toys,10.99,12.99,9
572,1/1/2022,1,Maven Toys Monterrey 3,Monterrey,Airport,Teddy Bear,Toys,10.99,12.99,9
585,1/1/2022,1,Maven Toys Monterrey 3,Monterrey,Airport,Teddy Bear,Toys,10.99,12.99,9
699,1/1/2022,1,Maven Toys Monterrey 3,Monterrey,Airport,Teddy Bear,Toys,10.99,12.99,9
714,1/1/2022,1,Maven Toys Monterrey 3,Monterrey,Airport,Teddy Bear,Toys,10.99,12.99,9
736,1/1/2022,1,Maven Toys Monterrey 3,Monterrey,Airport,Teddy Bear,Toys,10.99,12.99,9
840,1/1/2022,1,Maven Toys Monterrey 3,Monterrey,Airport,Teddy Bear,Toys,10.99,12.99,9
913,1/1/2022,1,Maven Toys Monterrey 3,Monterrey,Airport,Teddy Bear,Toys,10.99,12.99,9
68,1/1/2022,1,Maven Toys Saltillo 2,Saltillo,Commercial,Dino Egg,Toys,9.99,10.99,13
283,1/1/2022,1,Maven Toys Saltillo 2,Saltillo,Commercial,Dino Egg,Toys,9.99,10.99,13
304,1/1/2022,1,Maven Toys Saltillo 2,Saltillo,Commercial,Dino Egg,Toys,9.99,10.99,13
593,1/1/2022,1,Maven Toys Saltillo 2,Saltillo,Commercial,Dino Egg,Toys,9.99,10.99,13
628,1/1/2022,1,Maven Toys Saltillo 2,Saltillo,Commercial,Dino Egg,Toys,9.99,10.99,13
688,1/1/2022,1,Maven Toys Saltillo 2,Saltillo,Commercial,Dino Egg,Toys,9.99,10.99,13
873,1/1/2022,1,Maven Toys Saltillo 2,Saltillo,Commercial,Dino Egg,Toys,9.99,10.99,13
1187,1/2/2022,4,Maven Toys Guadalajara 2,Guadalajara,Commercial,Colorbuds,Electronics,6.99,14.99,21
1264,1/2/2022,3,Maven Toys Guadalajara 2,Guadalajara,Commercial,Colorbuds,Electronics,6.99,14.99,21
1298,1/2/2022,4,Maven Toys Guadalajara 2,Guadalajara,Commercial,Colorbuds,Electronics,6.99,14.99,21
1308,1/2/2022,3,Maven Toys Guadalajara 2,Guadalajara,Commercial,Colorbuds,Electronics,6.99,14.99,21
1362,1/2/2022,3,Maven Toys Guadalajara 2,Guadalajara,Commercial,Colorbuds,Electronics,6.99,14.99,21
70,1/1/2022,1,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,Splash Balls,Sports & Outdoors,7.99,8.99,14
178,1/1/2022,1,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,Splash Balls,Sports & Outdoors,7.99,8.99,14
360,1/1/2022,1,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,Splash Balls,Sports & Outdoors,7.99,8.99,14
526,1/1/2022,1,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,Splash Balls,Sports & Outdoors,7.99,8.99,14
550,1/1/2022,1,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,Splash Balls,Sports & Outdoors,7.99,8.99,14
570,1/1/2022,1,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,Splash Balls,Sports & Outdoors,7.99,8.99,14
757,1/1/2022,1,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,Splash Balls,Sports & Outdoors,7.99,8.99,14
962,1/1/2022,1,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,Splash Balls,Sports & Outdoors,7.99,8.99,14
1038,1/1/2022,1,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,Splash Balls,Sports & Outdoors,7.99,8.99,14
1075,1/1/2022,1,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,Splash Balls,Sports & Outdoors,7.99,8.99,14
71,1/1/2022,1,Maven Toys Oaxaca 1,Oaxaca,Downtown,Deck Of Cards,Games,3.99,6.99,12
241,1/1/2022,1,Maven Toys Oaxaca 1,Oaxaca,Downtown,Deck Of Cards,Games,3.99,6.99,12
344,1/1/2022,1,Maven Toys Oaxaca 1,Oaxaca,Downtown,Deck Of Cards,Games,3.99,6.99,12
590,1/1/2022,1,Maven Toys Oaxaca 1,Oaxaca,Downtown,Deck Of Cards,Games,3.99,6.99,12
1040,1/1/2022,1,Maven Toys Oaxaca 1,Oaxaca,Downtown,Deck Of Cards,Games,3.99,6.99,12
72,1/1/2022,2,Maven Toys Puebla 1,Puebla,Commercial,Colorbuds,Electronics,6.99,14.99,11
76,1/1/2022,2,Maven Toys Puebla 1,Puebla,Commercial,Colorbuds,Electronics,6.99,14.99,11
293,1/1/2022,3,Maven Toys Puebla 1,Puebla,Commercial,Colorbuds,Electronics,6.99,14.99,11
349,1/1/2022,3,Maven Toys Puebla 1,Puebla,Commercial,Colorbuds,Electronics,6.99,14.99,11
421,1/1/2022,3,Maven Toys Puebla 1,Puebla,Commercial,Colorbuds,Electronics,6.99,14.99,11
638,1/1/2022,3,Maven Toys Puebla 1,Puebla,Commercial,Colorbuds,Electronics,6.99,14.99,11
643,1/1/2022,2,Maven Toys Puebla 1,Puebla,Commercial,Colorbuds,Electronics,6.99,14.99,11
667,1/1/2022,3,Maven Toys Puebla 1,Puebla,Commercial,Colorbuds,Electronics,6.99,14.99,11
776,1/1/2022,2,Maven Toys Puebla 1,Puebla,Commercial,Colorbuds,Electronics,6.99,14.99,11
1049,1/1/2022,3,Maven Toys Puebla 1,Puebla,Commercial,Colorbuds,Electronics,6.99,14.99,11
1223,1/2/2022,1,Maven Toys Puebla 1,Puebla,Commercial,Colorbuds,Electronics,6.99,14.99,11
1225,1/2/2022,1,Maven Toys Puebla 1,Puebla,Commercial,Colorbuds,Electronics,6.99,14.99,11
1239,1/2/2022,1,Maven Toys Puebla 1,Puebla,Commercial,Colorbuds,Electronics,6.99,14.99,11
1254,1/2/2022,1,Maven Toys Puebla 1,Puebla,Commercial,Colorbuds,Electronics,6.99,14.99,11
1356,1/2/2022,1,Maven Toys Puebla 1,Puebla,Commercial,Colorbuds,Electronics,6.99,14.99,11
1409,1/2/2022,1,Maven Toys Puebla 1,Puebla,Commercial,Colorbuds,Electronics,6.99,14.99,11
73,1/1/2022,1,Maven Toys Puebla 3,Puebla,Residential,Animal Figures,Toys,9.99,12.99,4
195,1/1/2022,1,Maven Toys Puebla 3,Puebla,Residential,Animal Figures,Toys,9.99,12.99,4
225,1/1/2022,1,Maven Toys Puebla 3,Puebla,Residential,Animal Figures,Toys,9.99,12.99,4
263,1/1/2022,1,Maven Toys Puebla 3,Puebla,Residential,Animal Figures,Toys,9.99,12.99,4
337,1/1/2022,1,Maven Toys Puebla 3,Puebla,Residential,Animal Figures,Toys,9.99,12.99,4
368,1/1/2022,1,Maven Toys Puebla 3,Puebla,Residential,Animal Figures,Toys,9.99,12.99,4
372,1/1/2022,1,Maven Toys Puebla 3,Puebla,Residential,Animal Figures,Toys,9.99,12.99,4
382,1/1/2022,1,Maven Toys Puebla 3,Puebla,Residential,Animal Figures,Toys,9.99,12.99,4
401,1/1/2022,1,Maven Toys Puebla 3,Puebla,Residential,Animal Figures,Toys,9.99,12.99,4
544,1/1/2022,1,Maven Toys Puebla 3,Puebla,Residential,Animal Figures,Toys,9.99,12.99,4
599,1/1/2022,1,Maven Toys Puebla 3,Puebla,Residential,Animal Figures,Toys,9.99,12.99,4
634,1/1/2022,1,Maven Toys Puebla 3,Puebla,Residential,Animal Figures,Toys,9.99,12.99,4
653,1/1/2022,1,Maven Toys Puebla 3,Puebla,Residential,Animal Figures,Toys,9.99,12.99,4
687,1/1/2022,1,Maven Toys Puebla 3,Puebla,Residential,Animal Figures,Toys,9.99,12.99,4
861,1/1/2022,1,Maven Toys Puebla 3,Puebla,Residential,Animal Figures,Toys,9.99,12.99,4
889,1/1/2022,1,Maven Toys Puebla 3,Puebla,Residential,Animal Figures,Toys,9.99,12.99,4
898,1/1/2022,1,Maven Toys Puebla 3,Puebla,Residential,Animal Figures,Toys,9.99,12.99,4
953,1/1/2022,1,Maven Toys Puebla 3,Puebla,Residential,Animal Figures,Toys,9.99,12.99,4
958,1/1/2022,1,Maven Toys Puebla 3,Puebla,Residential,Animal Figures,Toys,9.99,12.99,4
978,1/1/2022,1,Maven Toys Puebla 3,Puebla,Residential,Animal Figures,Toys,9.99,12.99,4
1021,1/1/2022,1,Maven Toys Puebla 3,Puebla,Residential,Animal Figures,Toys,9.99,12.99,4
1078,1/1/2022,1,Maven Toys Puebla 3,Puebla,Residential,Animal Figures,Toys,9.99,12.99,4
1124,1/1/2022,1,Maven Toys Puebla 3,Puebla,Residential,Animal Figures,Toys,9.99,12.99,4
1141,1/1/2022,1,Maven Toys Puebla 3,Puebla,Residential,Animal Figures,Toys,9.99,12.99,4
77,1/1/2022,1,Maven Toys Santiago 1,Santiago,Downtown,Action Figure,Toys,9.99,15.99,7
332,1/1/2022,1,Maven Toys Santiago 1,Santiago,Downtown,Action Figure,Toys,9.99,15.99,7
340,1/1/2022,1,Maven Toys Santiago 1,Santiago,Downtown,Action Figure,Toys,9.99,15.99,7
362,1/1/2022,1,Maven Toys Santiago 1,Santiago,Downtown,Action Figure,Toys,9.99,15.99,7
495,1/1/2022,1,Maven Toys Santiago 1,Santiago,Downtown,Action Figure,Toys,9.99,15.99,7
564,1/1/2022,1,Maven Toys Santiago 1,Santiago,Downtown,Action Figure,Toys,9.99,15.99,7
658,1/1/2022,1,Maven Toys Santiago 1,Santiago,Downtown,Action Figure,Toys,9.99,15.99,7
682,1/1/2022,1,Maven Toys Santiago 1,Santiago,Downtown,Action Figure,Toys,9.99,15.99,7
720,1/1/2022,1,Maven Toys Santiago 1,Santiago,Downtown,Action Figure,Toys,9.99,15.99,7
764,1/1/2022,1,Maven Toys Santiago 1,Santiago,Downtown,Action Figure,Toys,9.99,15.99,7
1017,1/1/2022,1,Maven Toys Santiago 1,Santiago,Downtown,Action Figure,Toys,9.99,15.99,7
1077,1/1/2022,1,Maven Toys Santiago 1,Santiago,Downtown,Action Figure,Toys,9.99,15.99,7
1149,1/1/2022,1,Maven Toys Santiago 1,Santiago,Downtown,Action Figure,Toys,9.99,15.99,7
79,1/1/2022,1,Maven Toys Monterrey 2,Monterrey,Downtown,Dino Egg,Toys,9.99,10.99,0
81,1/1/2022,1,Maven Toys Monterrey 2,Monterrey,Downtown,Dino Egg,Toys,9.99,10.99,0
92,1/1/2022,1,Maven Toys Monterrey 2,Monterrey,Downtown,Dino Egg,Toys,9.99,10.99,0
222,1/1/2022,1,Maven Toys Monterrey 2,Monterrey,Downtown,Dino Egg,Toys,9.99,10.99,0
348,1/1/2022,1,Maven Toys Monterrey 2,Monterrey,Downtown,Dino Egg,Toys,9.99,10.99,0
370,1/1/2022,1,Maven Toys Monterrey 2,Monterrey,Downtown,Dino Egg,Toys,9.99,10.99,0
422,1/1/2022,1,Maven Toys Monterrey 2,Monterrey,Downtown,Dino Egg,Toys,9.99,10.99,0
605,1/1/2022,1,Maven Toys Monterrey 2,Monterrey,Downtown,Dino Egg,Toys,9.99,10.99,0
618,1/1/2022,1,Maven Toys Monterrey 2,Monterrey,Downtown,Dino Egg,Toys,9.99,10.99,0
989,1/1/2022,1,Maven Toys Monterrey 2,Monterrey,Downtown,Dino Egg,Toys,9.99,10.99,0
1133,1/1/2022,1,Maven Toys Monterrey 2,Monterrey,Downtown,Dino Egg,Toys,9.99,10.99,0
80,1/1/2022,1,Maven Toys Monterrey 2,Monterrey,Downtown,Chutes & Ladders,Games,9.99,12.99,17
187,1/1/2022,1,Maven Toys Monterrey 2,Monterrey,Downtown,Chutes & Ladders,Games,9.99,12.99,17
619,1/1/2022,1,Maven Toys Monterrey 2,Monterrey,Downtown,Chutes & Ladders,Games,9.99,12.99,17
83,1/1/2022,1,Maven Toys La Paz 1,La Paz,Downtown,Deck Of Cards,Games,3.99,6.99,27
101,1/1/2022,1,Maven Toys La Paz 1,La Paz,Downtown,Deck Of Cards,Games,3.99,6.99,27
130,1/1/2022,1,Maven Toys La Paz 1,La Paz,Downtown,Deck Of Cards,Games,3.99,6.99,27
278,1/1/2022,1,Maven Toys La Paz 1,La Paz,Downtown,Deck Of Cards,Games,3.99,6.99,27
409,1/1/2022,1,Maven Toys La Paz 1,La Paz,Downtown,Deck Of Cards,Games,3.99,6.99,27
448,1/1/2022,1,Maven Toys La Paz 1,La Paz,Downtown,Deck Of Cards,Games,3.99,6.99,27
499,1/1/2022,1,Maven Toys La Paz 1,La Paz,Downtown,Deck Of Cards,Games,3.99,6.99,27
672,1/1/2022,1,Maven Toys La Paz 1,La Paz,Downtown,Deck Of Cards,Games,3.99,6.99,27
788,1/1/2022,1,Maven Toys La Paz 1,La Paz,Downtown,Deck Of Cards,Games,3.99,6.99,27
790,1/1/2022,1,Maven Toys La Paz 1,La Paz,Downtown,Deck Of Cards,Games,3.99,6.99,27
909,1/1/2022,1,Maven Toys La Paz 1,La Paz,Downtown,Deck Of Cards,Games,3.99,6.99,27
1064,1/1/2022,1,Maven Toys La Paz 1,La Paz,Downtown,Deck Of Cards,Games,3.99,6.99,27
1101,1/1/2022,1,Maven Toys La Paz 1,La Paz,Downtown,Deck Of Cards,Games,3.99,6.99,27
1120,1/1/2022,1,Maven Toys La Paz 1,La Paz,Downtown,Deck Of Cards,Games,3.99,6.99,27
84,1/1/2022,1,Maven Toys Pachuca 1,Pachuca,Downtown,Mini Basketball Hoop,Sports & Outdoors,8.99,24.99,5
148,1/1/2022,1,Maven Toys Pachuca 1,Pachuca,Downtown,Mini Basketball Hoop,Sports & Outdoors,8.99,24.99,5
381,1/1/2022,1,Maven Toys Pachuca 1,Pachuca,Downtown,Mini Basketball Hoop,Sports & Outdoors,8.99,24.99,5
566,1/1/2022,1,Maven Toys Pachuca 1,Pachuca,Downtown,Mini Basketball Hoop,Sports & Outdoors,8.99,24.99,5
679,1/1/2022,1,Maven Toys Pachuca 1,Pachuca,Downtown,Mini Basketball Hoop,Sports & Outdoors,8.99,24.99,5
701,1/1/2022,1,Maven Toys Pachuca 1,Pachuca,Downtown,Mini Basketball Hoop,Sports & Outdoors,8.99,24.99,5
886,1/1/2022,1,Maven Toys Pachuca 1,Pachuca,Downtown,Mini Basketball Hoop,Sports & Outdoors,8.99,24.99,5
1023,1/1/2022,1,Maven Toys Pachuca 1,Pachuca,Downtown,Mini Basketball Hoop,Sports & Outdoors,8.99,24.99,5
85,1/1/2022,1,Maven Toys Monterrey 4,Monterrey,Commercial,Deck Of Cards,Games,3.99,6.99,70
88,1/1/2022,1,Maven Toys Monterrey 4,Monterrey,Commercial,Deck Of Cards,Games,3.99,6.99,70
374,1/1/2022,1,Maven Toys Monterrey 4,Monterrey,Commercial,Deck Of Cards,Games,3.99,6.99,70
657,1/1/2022,1,Maven Toys Monterrey 4,Monterrey,Commercial,Deck Of Cards,Games,3.99,6.99,70
680,1/1/2022,1,Maven Toys Monterrey 4,Monterrey,Commercial,Deck Of Cards,Games,3.99,6.99,70
863,1/1/2022,1,Maven Toys Monterrey 4,Monterrey,Commercial,Deck Of Cards,Games,3.99,6.99,70
1151,1/1/2022,1,Maven Toys Monterrey 4,Monterrey,Commercial,Deck Of Cards,Games,3.99,6.99,70
89,1/1/2022,3,Maven Toys Chetumal 1,Chetumal,Downtown,Colorbuds,Electronics,6.99,14.99,23
214,1/1/2022,2,Maven Toys Chetumal 1,Chetumal,Downtown,Colorbuds,Electronics,6.99,14.99,23
265,1/1/2022,2,Maven Toys Chetumal 1,Chetumal,Downtown,Colorbuds,Electronics,6.99,14.99,23
329,1/1/2022,3,Maven Toys Chetumal 1,Chetumal,Downtown,Colorbuds,Electronics,6.99,14.99,23
375,1/1/2022,2,Maven Toys Chetumal 1,Chetumal,Downtown,Colorbuds,Electronics,6.99,14.99,23
452,1/1/2022,3,Maven Toys Chetumal 1,Chetumal,Downtown,Colorbuds,Electronics,6.99,14.99,23
549,1/1/2022,3,Maven Toys Chetumal 1,Chetumal,Downtown,Colorbuds,Electronics,6.99,14.99,23
586,1/1/2022,3,Maven Toys Chetumal 1,Chetumal,Downtown,Colorbuds,Electronics,6.99,14.99,23
727,1/1/2022,3,Maven Toys Chetumal 1,Chetumal,Downtown,Colorbuds,Electronics,6.99,14.99,23
817,1/1/2022,3,Maven Toys Chetumal 1,Chetumal,Downtown,Colorbuds,Electronics,6.99,14.99,23
821,1/1/2022,3,Maven Toys Chetumal 1,Chetumal,Downtown,Colorbuds,Electronics,6.99,14.99,23
860,1/1/2022,3,Maven Toys Chetumal 1,Chetumal,Downtown,Colorbuds,Electronics,6.99,14.99,23
884,1/1/2022,3,Maven Toys Chetumal 1,Chetumal,Downtown,Colorbuds,Electronics,6.99,14.99,23
904,1/1/2022,3,Maven Toys Chetumal 1,Chetumal,Downtown,Colorbuds,Electronics,6.99,14.99,23
1007,1/1/2022,3,Maven Toys Chetumal 1,Chetumal,Downtown,Colorbuds,Electronics,6.99,14.99,23
1042,1/1/2022,3,Maven Toys Chetumal 1,Chetumal,Downtown,Colorbuds,Electronics,6.99,14.99,23
1171,1/2/2022,1,Maven Toys Chetumal 1,Chetumal,Downtown,Colorbuds,Electronics,6.99,14.99,23
1178,1/2/2022,1,Maven Toys Chetumal 1,Chetumal,Downtown,Colorbuds,Electronics,6.99,14.99,23
90,1/1/2022,1,Maven Toys Culiacan 1,Culiacan,Downtown,Classic Dominoes,Games,7.99,9.99,13
112,1/1/2022,1,Maven Toys Culiacan 1,Culiacan,Downtown,Classic Dominoes,Games,7.99,9.99,13
132,1/1/2022,1,Maven Toys Culiacan 1,Culiacan,Downtown,Classic Dominoes,Games,7.99,9.99,13
305,1/1/2022,1,Maven Toys Culiacan 1,Culiacan,Downtown,Classic Dominoes,Games,7.99,9.99,13
306,1/1/2022,1,Maven Toys Culiacan 1,Culiacan,Downtown,Classic Dominoes,Games,7.99,9.99,13
396,1/1/2022,1,Maven Toys Culiacan 1,Culiacan,Downtown,Classic Dominoes,Games,7.99,9.99,13
400,1/1/2022,1,Maven Toys Culiacan 1,Culiacan,Downtown,Classic Dominoes,Games,7.99,9.99,13
543,1/1/2022,1,Maven Toys Culiacan 1,Culiacan,Downtown,Classic Dominoes,Games,7.99,9.99,13
718,1/1/2022,1,Maven Toys Culiacan 1,Culiacan,Downtown,Classic Dominoes,Games,7.99,9.99,13
805,1/1/2022,1,Maven Toys Culiacan 1,Culiacan,Downtown,Classic Dominoes,Games,7.99,9.99,13
933,1/1/2022,1,Maven Toys Culiacan 1,Culiacan,Downtown,Classic Dominoes,Games,7.99,9.99,13
950,1/1/2022,1,Maven Toys Culiacan 1,Culiacan,Downtown,Classic Dominoes,Games,7.99,9.99,13
1172,1/2/2022,2,Maven Toys Guadalajara 2,Guadalajara,Commercial,Splash Balls,Sports & Outdoors,7.99,8.99,29
1180,1/2/2022,2,Maven Toys Guadalajara 2,Guadalajara,Commercial,Splash Balls,Sports & Outdoors,7.99,8.99,29
1276,1/2/2022,3,Maven Toys Guadalajara 2,Guadalajara,Commercial,Splash Balls,Sports & Outdoors,7.99,8.99,29
1381,1/2/2022,2,Maven Toys Guadalajara 2,Guadalajara,Commercial,Splash Balls,Sports & Outdoors,7.99,8.99,29
1439,1/2/2022,3,Maven Toys Guadalajara 2,Guadalajara,Commercial,Splash Balls,Sports & Outdoors,7.99,8.99,29
1519,1/2/2022,3,Maven Toys Guadalajara 2,Guadalajara,Commercial,Splash Balls,Sports & Outdoors,7.99,8.99,29
1529,1/2/2022,3,Maven Toys Guadalajara 2,Guadalajara,Commercial,Splash Balls,Sports & Outdoors,7.99,8.99,29
1549,1/2/2022,2,Maven Toys Guadalajara 2,Guadalajara,Commercial,Splash Balls,Sports & Outdoors,7.99,8.99,29
1252,1/2/2022,1,Maven Toys Guadalajara 2,Guadalajara,Commercial,Toy Robot,Electronics,20.99,25.99,7
1253,1/2/2022,1,Maven Toys Guadalajara 2,Guadalajara,Commercial,Toy Robot,Electronics,20.99,25.99,7
1314,1/2/2022,1,Maven Toys Guadalajara 2,Guadalajara,Commercial,Toy Robot,Electronics,20.99,25.99,7
1338,1/2/2022,1,Maven Toys Guadalajara 2,Guadalajara,Commercial,Toy Robot,Electronics,20.99,25.99,7
1448,1/2/2022,1,Maven Toys Guadalajara 2,Guadalajara,Commercial,Toy Robot,Electronics,20.99,25.99,7
1541,1/2/2022,1,Maven Toys Guadalajara 2,Guadalajara,Commercial,Toy Robot,Electronics,20.99,25.99,7
94,1/1/2022,1,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,Monopoly,Games,13.99,19.99,9
547,1/1/2022,1,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,Monopoly,Games,13.99,19.99,9
588,1/1/2022,1,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,Monopoly,Games,13.99,19.99,9
665,1/1/2022,1,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,Monopoly,Games,13.99,19.99,9
887,1/1/2022,1,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,Monopoly,Games,13.99,19.99,9
242,1/1/2022,1,Maven Toys Saltillo 1,Saltillo,Downtown,Action Figure,Toys,9.99,15.99,2
266,1/1/2022,1,Maven Toys Saltillo 1,Saltillo,Downtown,Action Figure,Toys,9.99,15.99,2
334,1/1/2022,1,Maven Toys Saltillo 1,Saltillo,Downtown,Action Figure,Toys,9.99,15.99,2
932,1/1/2022,1,Maven Toys Saltillo 1,Saltillo,Downtown,Action Figure,Toys,9.99,15.99,2
1003,1/1/2022,1,Maven Toys Saltillo 1,Saltillo,Downtown,Action Figure,Toys,9.99,15.99,2
1150,1/1/2022,1,Maven Toys Saltillo 1,Saltillo,Downtown,Action Figure,Toys,9.99,15.99,2
96,1/1/2022,1,Maven Toys Campeche 1,Campeche,Downtown,Deck Of Cards,Games,3.99,6.99,73
413,1/1/2022,1,Maven Toys Campeche 1,Campeche,Downtown,Deck Of Cards,Games,3.99,6.99,73
419,1/1/2022,1,Maven Toys Campeche 1,Campeche,Downtown,Deck Of Cards,Games,3.99,6.99,73
451,1/1/2022,1,Maven Toys Campeche 1,Campeche,Downtown,Deck Of Cards,Games,3.99,6.99,73
598,1/1/2022,1,Maven Toys Campeche 1,Campeche,Downtown,Deck Of Cards,Games,3.99,6.99,73
765,1/1/2022,1,Maven Toys Campeche 1,Campeche,Downtown,Deck Of Cards,Games,3.99,6.99,73
801,1/1/2022,1,Maven Toys Campeche 1,Campeche,Downtown,Deck Of Cards,Games,3.99,6.99,73
891,1/1/2022,1,Maven Toys Campeche 1,Campeche,Downtown,Deck Of Cards,Games,3.99,6.99,73
947,1/1/2022,1,Maven Toys Campeche 1,Campeche,Downtown,Deck Of Cards,Games,3.99,6.99,73
990,1/1/2022,1,Maven Toys Campeche 1,Campeche,Downtown,Deck Of Cards,Games,3.99,6.99,73
991,1/1/2022,1,Maven Toys Campeche 1,Campeche,Downtown,Deck Of Cards,Games,3.99,6.99,73
1029,1/1/2022,1,Maven Toys Campeche 1,Campeche,Downtown,Deck Of Cards,Games,3.99,6.99,73
1070,1/1/2022,1,Maven Toys Campeche 1,Campeche,Downtown,Deck Of Cards,Games,3.99,6.99,73
1097,1/1/2022,1,Maven Toys Campeche 1,Campeche,Downtown,Deck Of Cards,Games,3.99,6.99,73
97,1/1/2022,1,Maven Toys Hermosillo 3,Hermosillo,Commercial,PlayDoh Toolkit,Art & Crafts,3.99,4.99,23
211,1/1/2022,1,Maven Toys Hermosillo 3,Hermosillo,Commercial,PlayDoh Toolkit,Art & Crafts,3.99,4.99,23
285,1/1/2022,1,Maven Toys Hermosillo 3,Hermosillo,Commercial,PlayDoh Toolkit,Art & Crafts,3.99,4.99,23
403,1/1/2022,1,Maven Toys Hermosillo 3,Hermosillo,Commercial,PlayDoh Toolkit,Art & Crafts,3.99,4.99,23
583,1/1/2022,1,Maven Toys Hermosillo 3,Hermosillo,Commercial,PlayDoh Toolkit,Art & Crafts,3.99,4.99,23
973,1/1/2022,1,Maven Toys Hermosillo 3,Hermosillo,Commercial,PlayDoh Toolkit,Art & Crafts,3.99,4.99,23
1034,1/1/2022,1,Maven Toys Hermosillo 3,Hermosillo,Commercial,PlayDoh Toolkit,Art & Crafts,3.99,4.99,23
1106,1/1/2022,2,Maven Toys Saltillo 1,Saltillo,Downtown,Deck Of Cards,Games,3.99,6.99,15
137,1/1/2022,1,Maven Toys Saltillo 1,Saltillo,Downtown,Dino Egg,Toys,9.99,10.99,27
142,1/1/2022,1,Maven Toys Saltillo 1,Saltillo,Downtown,Dino Egg,Toys,9.99,10.99,27
350,1/1/2022,1,Maven Toys Saltillo 1,Saltillo,Downtown,Dino Egg,Toys,9.99,10.99,27
376,1/1/2022,1,Maven Toys Saltillo 1,Saltillo,Downtown,Dino Egg,Toys,9.99,10.99,27
